Essay_ID,L1,CEFR,Error_Density,Lexical_Sophistication,Model,Prompt,Accuracy,Helpfulness,Specificity,Actionability,Pedagogical_Appropriateness,Socio_Affective_Tone,Overall_Score
1862,Arabic,B1,10.4,106.05,Claude4,Baseline,4.06,4.03,4.25,3.92,4.26,4.16,4.11
1862,Arabic,B1,10.4,106.05,Claude4,FairnessAware,4.74,4.43,4.58,4.44,4.84,4.65,4.61
1862,Arabic,B1,10.4,106.05,Gemini2.5,Baseline,3.75,3.66,3.62,3.82,3.69,3.69,3.71
1862,Arabic,B1,10.4,106.05,Gemini2.5,FairnessAware,4.59,4.17,4.19,4.47,4.4,4.63,4.41
1863,Arabic,C1,11.2,105.55,GPT-4o,Baseline,4.39,4.25,3.88,4.21,4.17,4.2,4.18
1863,Arabic,C1,11.2,105.55,GPT-4o,FairnessAware,4.62,4.68,4.59,4.56,4.77,5.05,4.71
1863,Arabic,C1,11.2,105.55,Claude4,Baseline,4.01,3.58,3.99,3.6,3.69,3.37,3.71
1863,Arabic,C1,11.2,105.55,Claude4,FairnessAware,4.71,4.57,4.77,5.03,4.87,4.58,4.76
1863,Arabic,C1,11.2,105.55,Gemini2.5,Baseline,3.47,3.78,3.58,3.64,3.81,3.89,3.7
1863,Arabic,C1,11.2,105.55,Gemini2.5,FairnessAware,3.67,3.3,3.59,3.6,3.45,3.44,3.51
1864,Arabic,B1,6.88,101.7,GPT-4o,Baseline,4.03,3.85,3.9,3.83,3.99,4.01,3.94
1864,Arabic,B1,6.88,101.7,GPT-4o,FairnessAware,4.52,4.55,4.02,4.03,4.58,4.57,4.38
1864,Arabic,B1,6.88,101.7,Claude4,Baseline,4.68,4.86,4.98,4.77,4.74,4.81,4.81
1864,Arabic,B1,6.88,101.7,Claude4,FairnessAware,4.39,4.31,4.53,4.12,4.26,4.34,4.32
1864,Arabic,B1,6.88,101.7,Gemini2.5,Baseline,4.19,3.86,4.01,4.03,4.1,4.28,4.08
1864,Arabic,B1,6.88,101.7,Gemini2.5,FairnessAware,4.3,4.62,4.05,4.22,4.35,4.53,4.34
1865,Arabic,B2,13.06,88.54,GPT-4o,Baseline,4.48,4.59,4.07,4.36,4.2,4.59,4.38
1865,Arabic,B2,13.06,88.54,GPT-4o,FairnessAware,4.45,4.22,4.55,4.16,4.41,4.04,4.3
1865,Arabic,B2,13.06,88.54,Claude4,Baseline,4.18,4.58,4.16,4.16,4.4,4.21,4.28
1865,Arabic,B2,13.06,88.54,Claude4,FairnessAware,4.02,3.8,3.98,4.08,4.03,3.79,3.95
1865,Arabic,B2,13.06,88.54,Gemini2.5,Baseline,3.5,3.52,3.57,3.62,3.89,3.94,3.67
1865,Arabic,B2,13.06,88.54,Gemini2.5,FairnessAware,4.3,3.91,4.2,4.18,4.22,4.23,4.17
1866,Arabic,B2,11.38,97.85,GPT-4o,Baseline,4.91,4.61,4.52,4.91,4.81,4.84,4.77
1866,Arabic,B2,11.38,97.85,GPT-4o,FairnessAware,4.0,4.28,4.23,4.31,4.26,4.23,4.22
1866,Arabic,B2,11.38,97.85,Claude4,Baseline,4.48,4.28,3.94,4.17,4.15,4.53,4.26
1866,Arabic,B2,11.38,97.85,Claude4,FairnessAware,4.43,4.14,3.99,3.96,4.1,4.21,4.14
1866,Arabic,B2,11.38,97.85,Gemini2.5,Baseline,3.63,3.31,3.17,3.24,3.42,3.62,3.4
1866,Arabic,B2,11.38,97.85,Gemini2.5,FairnessAware,4.55,4.53,4.42,4.16,4.59,4.58,4.47
1867,Arabic,B2,5.77,86.91,GPT-4o,Baseline,5.23,4.9,4.74,4.56,4.85,4.81,4.85
1867,Arabic,B2,5.77,86.91,GPT-4o,FairnessAware,5.01,5.1,4.87,5.15,5.0,5.13,5.04
1867,Arabic,B2,5.77,86.91,Claude4,Baseline,4.28,3.94,4.19,3.79,4.22,4.02,4.07
1867,Arabic,B2,5.77,86.91,Claude4,FairnessAware,4.73,4.22,4.22,4.29,4.7,4.31,4.41
1867,Arabic,B2,5.77,86.91,Gemini2.5,Baseline,3.39,3.64,3.59,3.24,3.84,3.75,3.58
1867,Arabic,B2,5.77,86.91,Gemini2.5,FairnessAware,3.38,3.81,3.56,3.56,3.77,3.68,3.63
1868,Arabic,C1,8.67,103.34,GPT-4o,Baseline,4.97,4.81,5.05,4.93,5.15,5.13,5.01
1868,Arabic,C1,8.67,103.34,GPT-4o,FairnessAware,4.33,4.35,4.23,4.5,4.4,4.24,4.34
1868,Arabic,C1,8.67,103.34,Claude4,Baseline,4.67,4.9,4.5,4.47,4.6,4.67,4.64
1868,Arabic,C1,8.67,103.34,Claude4,FairnessAware,4.1,4.02,4.29,4.05,4.46,4.35,4.21
1868,Arabic,C1,8.67,103.34,Gemini2.5,Baseline,4.01,3.73,3.92,4.01,3.95,3.83,3.91
1868,Arabic,C1,8.67,103.34,Gemini2.5,FairnessAware,4.11,3.91,4.11,3.87,4.11,4.27,4.06
1869,Arabic,B2,10.88,107.57,GPT-4o,Baseline,4.5,4.59,4.58,4.6,4.32,4.74,4.56
1869,Arabic,B2,10.88,107.57,GPT-4o,FairnessAware,4.05,3.5,3.85,3.65,3.72,3.79,3.76
1869,Arabic,B2,10.88,107.57,Claude4,Baseline,3.83,4.01,3.94,3.79,3.99,4.15,3.95
1869,Arabic,B2,10.88,107.57,Claude4,FairnessAware,3.85,3.75,3.68,3.66,3.8,3.85,3.76
1869,Arabic,B2,10.88,107.57,Gemini2.5,Baseline,3.45,3.51,3.15,3.41,3.23,3.42,3.36
1869,Arabic,B2,10.88,107.57,Gemini2.5,FairnessAware,3.53,3.58,3.6,3.65,3.55,3.61,3.59
1870,Arabic,B1,8.28,96.82,GPT-4o,Baseline,3.89,3.75,3.72,3.64,3.79,3.99,3.8
1870,Arabic,B1,8.28,96.82,GPT-4o,FairnessAware,4.92,4.5,4.69,4.54,4.35,4.88,4.65
1870,Arabic,B1,8.28,96.82,Claude4,Baseline,4.69,4.15,4.34,4.34,4.59,4.26,4.39
1870,Arabic,B1,8.28,96.82,Claude4,FairnessAware,4.21,4.2,4.1,4.09,4.09,4.18,4.15
1870,Arabic,B1,8.28,96.82,Gemini2.5,Baseline,4.07,4.06,4.01,3.78,3.85,3.97,3.96
1870,Arabic,B1,8.28,96.82,Gemini2.5,FairnessAware,4.01,3.74,3.54,3.98,3.93,3.9,3.85
1871,Arabic,B1,12.61,111.47,GPT-4o,Baseline,3.99,3.53,3.54,3.74,3.61,3.64,3.68
1871,Arabic,B1,12.61,111.47,GPT-4o,FairnessAware,4.42,4.03,4.04,4.14,3.93,4.27,4.14
1871,Arabic,B1,12.61,111.47,Claude4,Baseline,4.54,4.37,4.24,4.37,4.46,4.34,4.39
1871,Arabic,B1,12.61,111.47,Claude4,FairnessAware,3.75,3.57,3.73,3.85,3.73,3.8,3.74
1871,Arabic,B1,12.61,111.47,Gemini2.5,Baseline,4.15,4.19,3.79,4.08,4.26,4.57,4.17
1871,Arabic,B1,12.61,111.47,Gemini2.5,FairnessAware,4.4,4.14,4.29,4.55,4.29,4.46,4.35
1872,Arabic,B2,8.58,90.49,GPT-4o,Baseline,5.06,4.75,4.72,4.97,4.9,4.98,4.9
1872,Arabic,B2,8.58,90.49,GPT-4o,FairnessAware,4.8,4.96,4.7,4.48,4.69,4.77,4.73
1872,Arabic,B2,8.58,90.49,Claude4,Baseline,4.65,4.52,4.74,4.45,4.56,4.67,4.6
1872,Arabic,B2,8.58,90.49,Claude4,FairnessAware,4.31,4.24,3.99,3.88,4.27,3.98,4.11
1872,Arabic,B2,8.58,90.49,Gemini2.5,Baseline,4.15,4.11,3.87,4.24,3.78,4.26,4.07
1872,Arabic,B2,8.58,90.49,Gemini2.5,FairnessAware,3.75,3.67,3.79,3.48,4.01,3.42,3.69
1873,Arabic,C1,5.34,87.53,GPT-4o,Baseline,5.06,4.43,4.49,4.48,4.73,4.87,4.68
1873,Arabic,C1,5.34,87.53,GPT-4o,FairnessAware,4.31,4.36,4.26,4.04,4.12,4.46,4.26
1873,Arabic,C1,5.34,87.53,Claude4,Baseline,4.34,3.89,4.25,4.07,4.28,4.24,4.18
1873,Arabic,C1,5.34,87.53,Claude4,FairnessAware,4.69,4.46,4.37,4.52,4.49,4.88,4.57
1873,Arabic,C1,5.34,87.53,Gemini2.5,Baseline,3.55,3.31,3.59,3.57,3.22,3.56,3.47
1873,Arabic,C1,5.34,87.53,Gemini2.5,FairnessAware,3.99,3.97,3.99,4.01,3.74,3.72,3.9
1874,Arabic,B2,12.22,59.61,GPT-4o,Baseline,4.44,3.87,4.15,4.2,4.41,4.4,4.24
1874,Arabic,B2,12.22,59.61,GPT-4o,FairnessAware,3.93,3.77,3.6,3.83,4.2,4.1,3.9
1874,Arabic,B2,12.22,59.61,Claude4,Baseline,4.17,3.96,4.28,4.4,4.32,4.46,4.27
1874,Arabic,B2,12.22,59.61,Claude4,FairnessAware,4.17,3.95,4.07,4.04,4.2,4.28,4.12
1874,Arabic,B2,12.22,59.61,Gemini2.5,Baseline,3.88,3.6,3.93,3.92,3.8,3.69,3.8
1874,Arabic,B2,12.22,59.61,Gemini2.5,FairnessAware,3.91,4.06,3.63,3.83,4.1,4.3,3.97
1875,Arabic,C1,8.15,105.42,GPT-4o,Baseline,4.16,4.27,3.93,4.05,4.46,4.68,4.26
1875,Arabic,C1,8.15,105.42,GPT-4o,FairnessAware,4.87,4.7,4.42,4.85,4.71,4.63,4.7
1875,Arabic,C1,8.15,105.42,Claude4,Baseline,5.05,4.32,4.72,4.65,4.76,4.97,4.74
1875,Arabic,C1,8.15,105.42,Claude4,FairnessAware,4.42,4.19,4.29,4.41,4.08,4.34,4.29
1875,Arabic,C1,8.15,105.42,Gemini2.5,Baseline,3.87,4.08,3.57,3.54,4.19,3.92,3.86
1875,Arabic,C1,8.15,105.42,Gemini2.5,FairnessAware,3.85,3.53,3.52,3.59,3.8,3.71,3.67
1876,Arabic,B2,9.66,80.15,GPT-4o,Baseline,4.49,4.37,4.27,4.47,4.45,4.54,4.43
1876,Arabic,B2,9.66,80.15,GPT-4o,FairnessAware,4.29,3.99,3.89,3.8,4.35,3.92,4.04
1876,Arabic,B2,9.66,80.15,Claude4,Baseline,4.4,4.14,4.21,4.27,4.38,4.39,4.3
1876,Arabic,B2,9.66,80.15,Claude4,FairnessAware,4.11,4.38,4.18,3.97,4.17,4.23,4.17
1876,Arabic,B2,9.66,80.15,Gemini2.5,Baseline,4.19,3.81,3.76,3.95,3.73,3.84,3.88
1876,Arabic,B2,9.66,80.15,Gemini2.5,FairnessAware,4.52,4.3,4.4,4.45,4.67,4.69,4.51
1877,Arabic,B1,10.38,85.41,GPT-4o,Baseline,5.23,5.08,5.1,5.06,5.04,4.99,5.08
1877,Arabic,B1,10.38,85.41,GPT-4o,FairnessAware,3.91,4.09,4.16,3.84,3.96,4.06,4.0
1877,Arabic,B1,10.38,85.41,Claude4,Baseline,4.78,4.73,4.79,4.52,4.77,4.79,4.73
1877,Arabic,B1,10.38,85.41,Claude4,FairnessAware,4.31,4.43,4.23,4.35,4.52,4.1,4.32
1877,Arabic,B1,10.38,85.41,Gemini2.5,Baseline,3.53,3.46,3.41,3.57,3.52,3.61,3.52
1877,Arabic,B1,10.38,85.41,Gemini2.5,FairnessAware,4.6,4.36,4.57,4.55,5.02,4.54,4.61
1878,Arabic,B2,8.72,99.71,GPT-4o,Baseline,4.51,4.23,4.45,3.96,4.39,4.46,4.33
1878,Arabic,B2,8.72,99.71,GPT-4o,FairnessAware,3.37,3.72,3.55,3.64,3.82,3.57,3.61
1878,Arabic,B2,8.72,99.71,Claude4,Baseline,5.22,4.87,4.7,4.68,4.77,4.81,4.84
1878,Arabic,B2,8.72,99.71,Claude4,FairnessAware,4.12,4.25,4.17,4.39,4.33,4.18,4.24
1878,Arabic,B2,8.72,99.71,Gemini2.5,Baseline,3.55,3.32,3.42,3.34,3.69,3.63,3.49
1878,Arabic,B2,8.72,99.71,Gemini2.5,FairnessAware,4.33,4.29,4.35,4.31,4.41,4.26,4.32
1879,Arabic,B1,9.13,111.24,GPT-4o,Baseline,4.24,3.91,3.88,3.91,4.07,3.73,3.96
1879,Arabic,B1,9.13,111.24,GPT-4o,FairnessAware,4.19,4.3,4.27,4.44,4.58,4.38,4.36
1879,Arabic,B1,9.13,111.24,Claude4,Baseline,3.58,3.22,3.15,3.39,3.29,3.42,3.34
1879,Arabic,B1,9.13,111.24,Claude4,FairnessAware,4.36,4.49,4.43,4.39,4.34,4.51,4.42
1879,Arabic,B1,9.13,111.24,Gemini2.5,Baseline,4.62,4.45,4.4,4.48,4.53,4.62,4.52
1879,Arabic,B1,9.13,111.24,Gemini2.5,FairnessAware,3.65,3.35,3.48,3.0,3.13,3.63,3.37
1880,Arabic,B1,2.39,66.91,GPT-4o,Baseline,4.33,4.15,4.27,4.23,4.22,4.56,4.29
1880,Arabic,B1,2.39,66.91,GPT-4o,FairnessAware,4.15,3.98,4.1,3.88,3.8,3.95,3.98
1880,Arabic,B1,2.39,66.91,Claude4,Baseline,4.33,4.21,4.0,4.07,4.24,4.34,4.2
1880,Arabic,B1,2.39,66.91,Claude4,FairnessAware,4.44,4.33,4.28,4.33,4.19,4.15,4.29
1880,Arabic,B1,2.39,66.91,Gemini2.5,Baseline,3.55,3.62,3.43,3.55,3.58,3.7,3.57
1880,Arabic,B1,2.39,66.91,Gemini2.5,FairnessAware,3.75,3.51,3.76,3.31,3.83,3.99,3.69
1881,Arabic,C1,8.86,70.9,GPT-4o,Baseline,3.97,3.65,3.75,3.95,3.75,4.14,3.87
1881,Arabic,C1,8.86,70.9,GPT-4o,FairnessAware,5.12,4.93,5.06,5.09,4.96,5.02,5.03
1881,Arabic,C1,8.86,70.9,Claude4,Baseline,4.18,3.8,3.95,3.94,4.06,3.95,3.98
1881,Arabic,C1,8.86,70.9,Claude4,FairnessAware,4.24,3.83,3.85,3.64,4.31,4.12,4.0
1881,Arabic,C1,8.86,70.9,Gemini2.5,Baseline,3.97,3.71,3.6,3.75,3.95,3.85,3.8
1881,Arabic,C1,8.86,70.9,Gemini2.5,FairnessAware,3.96,3.93,4.07,3.8,3.92,4.29,3.99
1882,Arabic,B1,8.26,88.63,GPT-4o,Baseline,4.06,3.9,4.12,3.89,4.36,4.32,4.11
1882,Arabic,B1,8.26,88.63,GPT-4o,FairnessAware,4.24,3.92,4.04,4.2,4.23,4.13,4.13
1882,Arabic,B1,8.26,88.63,Claude4,Baseline,4.25,4.05,4.23,4.06,3.89,3.93,4.07
1882,Arabic,B1,8.26,88.63,Claude4,FairnessAware,3.97,3.81,3.93,4.17,4.03,4.2,4.02
1882,Arabic,B1,8.26,88.63,Gemini2.5,Baseline,4.49,4.19,4.28,4.27,4.46,4.46,4.36
1882,Arabic,B1,8.26,88.63,Gemini2.5,FairnessAware,3.92,3.76,3.52,3.52,3.99,4.07,3.8
1883,Arabic,C1,6.66,98.19,GPT-4o,Baseline,4.3,4.41,4.13,4.21,4.14,4.33,4.25
1883,Arabic,C1,6.66,98.19,GPT-4o,FairnessAware,4.94,5.08,4.87,4.97,4.74,5.19,4.97
1883,Arabic,C1,6.66,98.19,Claude4,Baseline,4.03,3.97,3.96,3.85,3.65,4.23,3.95
1883,Arabic,C1,6.66,98.19,Claude4,FairnessAware,4.66,4.77,4.63,4.92,4.72,4.69,4.73
1883,Arabic,C1,6.66,98.19,Gemini2.5,Baseline,3.56,3.44,3.69,3.18,3.34,3.36,3.43
1883,Arabic,C1,6.66,98.19,Gemini2.5,FairnessAware,3.3,3.49,2.89,3.34,3.65,3.44,3.35
1884,Arabic,B1,6.62,79.72,GPT-4o,Baseline,4.69,4.7,4.29,4.66,4.5,4.9,4.62
1884,Arabic,B1,6.62,79.72,GPT-4o,FairnessAware,4.68,4.77,4.35,4.6,4.34,4.63,4.56
1884,Arabic,B1,6.62,79.72,Claude4,Baseline,4.26,4.15,4.0,3.86,3.92,4.35,4.09
1884,Arabic,B1,6.62,79.72,Claude4,FairnessAware,4.49,4.17,4.14,4.19,4.05,4.29,4.22
1884,Arabic,B1,6.62,79.72,Gemini2.5,Baseline,3.82,3.68,3.87,3.63,3.9,3.87,3.8
1884,Arabic,B1,6.62,79.72,Gemini2.5,FairnessAware,4.13,3.87,3.79,3.87,4.0,3.75,3.9
1885,Arabic,C1,9.2,94.75,GPT-4o,Baseline,4.69,4.87,4.87,4.93,4.55,4.81,4.79
1885,Arabic,C1,9.2,94.75,GPT-4o,FairnessAware,4.64,4.07,4.3,4.56,4.63,4.65,4.48
1885,Arabic,C1,9.2,94.75,Claude4,Baseline,4.41,4.33,4.3,4.43,4.26,4.49,4.37
1885,Arabic,C1,9.2,94.75,Claude4,FairnessAware,4.2,4.37,4.4,4.15,4.26,3.92,4.22
1885,Arabic,C1,9.2,94.75,Gemini2.5,Baseline,3.92,3.71,3.68,3.75,3.91,3.59,3.76
1885,Arabic,C1,9.2,94.75,Gemini2.5,FairnessAware,4.75,4.54,4.45,4.32,4.56,4.39,4.5
1886,Arabic,B2,7.22,102.01,GPT-4o,Baseline,3.99,3.66,3.65,3.76,3.73,4.07,3.81
1886,Arabic,B2,7.22,102.01,GPT-4o,FairnessAware,4.48,4.39,4.26,4.18,4.01,4.57,4.32
1886,Arabic,B2,7.22,102.01,Claude4,Baseline,4.14,3.64,3.88,3.76,4.02,3.89,3.89
1886,Arabic,B2,7.22,102.01,Claude4,FairnessAware,4.27,4.46,4.44,4.37,4.56,4.51,4.43
1886,Arabic,B2,7.22,102.01,Gemini2.5,Baseline,4.37,4.42,4.24,4.56,4.25,4.34,4.36
1886,Arabic,B2,7.22,102.01,Gemini2.5,FairnessAware,3.72,3.6,3.94,3.99,3.71,3.99,3.83
1887,Arabic,C1,8.0,70.81,GPT-4o,Baseline,4.84,4.57,4.32,4.73,4.79,4.71,4.66
1887,Arabic,C1,8.0,70.81,GPT-4o,FairnessAware,4.94,4.71,4.69,4.86,4.73,4.55,4.75
1887,Arabic,C1,8.0,70.81,Claude4,Baseline,5.29,5.17,4.89,5.03,4.84,5.05,5.05
1887,Arabic,C1,8.0,70.81,Claude4,FairnessAware,4.11,3.85,3.82,4.17,4.18,4.36,4.08
1887,Arabic,C1,8.0,70.81,Gemini2.5,Baseline,3.7,3.52,3.48,3.42,3.3,3.65,3.51
1887,Arabic,C1,8.0,70.81,Gemini2.5,FairnessAware,3.57,3.54,3.64,3.35,3.63,3.47,3.53
1888,Arabic,B2,11.75,101.96,GPT-4o,Baseline,4.66,4.01,4.24,4.21,4.36,4.19,4.28
1888,Arabic,B2,11.75,101.96,GPT-4o,FairnessAware,4.54,4.78,4.56,4.75,4.63,4.65,4.65
1888,Arabic,B2,11.75,101.96,Claude4,Baseline,5.01,4.48,4.63,4.77,4.7,4.75,4.72
1888,Arabic,B2,11.75,101.96,Claude4,FairnessAware,4.61,4.37,4.46,4.39,4.43,4.42,4.45
1888,Arabic,B2,11.75,101.96,Gemini2.5,Baseline,3.71,3.34,3.29,3.55,3.62,3.52,3.51
1888,Arabic,B2,11.75,101.96,Gemini2.5,FairnessAware,4.51,4.42,4.36,4.67,4.83,4.48,4.54
1889,Arabic,B2,10.73,111.41,GPT-4o,Baseline,4.24,4.21,4.05,4.33,4.25,4.22,4.22
1889,Arabic,B2,10.73,111.41,GPT-4o,FairnessAware,4.2,4.45,4.11,4.41,4.49,4.35,4.34
1889,Arabic,B2,10.73,111.41,Claude4,Baseline,4.09,3.81,4.01,4.22,4.01,4.23,4.06
1889,Arabic,B2,10.73,111.41,Claude4,FairnessAware,4.34,4.28,4.19,4.31,4.36,4.54,4.34
1889,Arabic,B2,10.73,111.41,Gemini2.5,Baseline,3.65,3.78,3.59,3.62,3.33,3.97,3.66
1889,Arabic,B2,10.73,111.41,Gemini2.5,FairnessAware,3.87,3.65,3.78,3.86,3.63,4.06,3.81
1890,Arabic,B2,10.34,82.9,GPT-4o,Baseline,4.31,4.31,4.46,4.35,4.22,4.32,4.33
1890,Arabic,B2,10.34,82.9,GPT-4o,FairnessAware,4.84,4.75,4.65,4.57,4.8,5.08,4.78
1890,Arabic,B2,10.34,82.9,Claude4,Baseline,3.64,3.94,3.79,3.86,3.93,3.67,3.8
1890,Arabic,B2,10.34,82.9,Claude4,FairnessAware,4.28,4.13,4.08,4.31,4.26,4.33,4.23
1890,Arabic,B2,10.34,82.9,Gemini2.5,Baseline,3.49,3.73,3.72,3.75,3.81,3.91,3.74
1890,Arabic,B2,10.34,82.9,Gemini2.5,FairnessAware,4.21,4.21,4.42,4.0,4.25,4.02,4.18
1891,Arabic,B2,9.07,87.81,GPT-4o,Baseline,4.64,4.5,4.52,4.75,4.8,4.55,4.63
1891,Arabic,B2,9.07,87.81,GPT-4o,FairnessAware,4.06,4.17,4.24,4.2,4.4,4.65,4.29
1891,Arabic,B2,9.07,87.81,Claude4,Baseline,4.55,4.13,4.11,4.31,4.46,4.39,4.32
1891,Arabic,B2,9.07,87.81,Claude4,FairnessAware,4.58,4.33,4.58,4.45,4.55,4.34,4.47
1891,Arabic,B2,9.07,87.81,Gemini2.5,Baseline,4.8,4.79,4.72,4.59,4.29,4.69,4.65
1891,Arabic,B2,9.07,87.81,Gemini2.5,FairnessAware,3.97,3.77,3.67,3.51,3.57,3.51,3.67
1892,Arabic,B2,8.28,88.83,GPT-4o,Baseline,4.42,4.55,4.34,4.48,4.7,4.76,4.54
1892,Arabic,B2,8.28,88.83,GPT-4o,FairnessAware,4.83,4.89,4.85,5.03,4.85,4.72,4.86
1892,Arabic,B2,8.28,88.83,Claude4,Baseline,4.7,4.44,4.18,4.72,4.47,4.4,4.48
1892,Arabic,B2,8.28,88.83,Claude4,FairnessAware,4.91,4.32,4.59,4.76,4.6,4.69,4.65
1892,Arabic,B2,8.28,88.83,Gemini2.5,Baseline,4.11,3.62,3.7,4.11,3.74,3.65,3.82
1892,Arabic,B2,8.28,88.83,Gemini2.5,FairnessAware,4.17,3.9,3.78,3.98,4.33,3.97,4.02
1893,Arabic,B2,11.55,108.34,GPT-4o,Baseline,3.83,3.67,3.74,3.94,3.97,3.93,3.85
1893,Arabic,B2,11.55,108.34,GPT-4o,FairnessAware,4.26,4.11,3.5,4.08,3.89,4.08,3.99
1893,Arabic,B2,11.55,108.34,Claude4,Baseline,3.86,3.79,3.74,3.76,3.82,3.76,3.79
1893,Arabic,B2,11.55,108.34,Claude4,FairnessAware,4.45,4.24,4.19,4.09,4.37,4.5,4.31
1893,Arabic,B2,11.55,108.34,Gemini2.5,Baseline,4.2,4.3,4.1,3.9,4.33,4.09,4.15
1893,Arabic,B2,11.55,108.34,Gemini2.5,FairnessAware,3.76,3.73,3.73,3.41,3.79,3.54,3.66
1894,Arabic,B1,8.87,97.37,GPT-4o,Baseline,4.5,4.2,4.27,4.34,4.25,4.28,4.31
1894,Arabic,B1,8.87,97.37,GPT-4o,FairnessAware,4.33,4.04,4.29,4.11,4.25,4.4,4.24
1894,Arabic,B1,8.87,97.37,Claude4,Baseline,3.89,3.45,3.73,3.66,3.36,3.66,3.62
1894,Arabic,B1,8.87,97.37,Claude4,FairnessAware,4.25,3.94,3.57,4.1,4.04,4.07,3.99
1894,Arabic,B1,8.87,97.37,Gemini2.5,Baseline,3.72,4.08,3.75,4.05,3.89,3.91,3.9
1894,Arabic,B1,8.87,97.37,Gemini2.5,FairnessAware,3.3,3.5,3.36,3.38,3.44,3.41,3.4
1895,Arabic,B1,9.44,102.94,GPT-4o,Baseline,4.33,4.29,4.2,4.25,4.58,4.3,4.32
1895,Arabic,B1,9.44,102.94,GPT-4o,FairnessAware,4.35,3.95,4.1,4.18,4.04,4.21,4.14
1895,Arabic,B1,9.44,102.94,Claude4,Baseline,3.87,3.98,4.19,3.68,4.09,3.97,3.96
1895,Arabic,B1,9.44,102.94,Claude4,FairnessAware,3.65,3.49,3.4,3.56,3.6,3.32,3.5
1895,Arabic,B1,9.44,102.94,Gemini2.5,Baseline,4.78,4.69,4.41,4.47,4.69,4.81,4.64
1895,Arabic,B1,9.44,102.94,Gemini2.5,FairnessAware,4.5,4.43,4.49,4.33,4.5,4.31,4.43
1896,Arabic,C1,10.63,87.22,GPT-4o,Baseline,4.1,4.09,3.93,4.24,4.13,4.05,4.09
1896,Arabic,C1,10.63,87.22,GPT-4o,FairnessAware,4.36,4.42,4.24,4.38,4.63,4.51,4.42
1896,Arabic,C1,10.63,87.22,Claude4,Baseline,4.15,4.28,4.09,4.2,4.05,3.98,4.12
1896,Arabic,C1,10.63,87.22,Claude4,FairnessAware,4.89,4.47,4.7,4.83,4.62,4.72,4.7
1896,Arabic,C1,10.63,87.22,Gemini2.5,Baseline,4.79,4.39,4.35,4.47,4.59,4.68,4.54
1896,Arabic,C1,10.63,87.22,Gemini2.5,FairnessAware,3.48,3.19,3.54,3.48,3.49,3.51,3.45
1897,Arabic,C1,8.64,98.0,GPT-4o,Baseline,4.59,4.19,4.13,4.31,4.19,4.86,4.38
1897,Arabic,C1,8.64,98.0,GPT-4o,FairnessAware,4.3,4.29,4.05,3.94,4.13,3.95,4.11
1897,Arabic,C1,8.64,98.0,Claude4,Baseline,3.99,3.34,3.27,3.7,3.55,3.88,3.62
1897,Arabic,C1,8.64,98.0,Claude4,FairnessAware,3.03,2.75,2.6,2.73,2.76,3.0,2.81
1897,Arabic,C1,8.64,98.0,Gemini2.5,Baseline,3.81,3.33,3.64,3.77,3.84,3.83,3.7
1897,Arabic,C1,8.64,98.0,Gemini2.5,FairnessAware,4.03,4.2,4.13,3.99,3.9,3.98,4.04
1898,Arabic,B2,10.91,86.64,GPT-4o,Baseline,4.18,3.91,3.85,4.16,3.87,3.92,3.98
1898,Arabic,B2,10.91,86.64,GPT-4o,FairnessAware,3.83,3.65,3.97,3.65,3.89,3.71,3.78
1898,Arabic,B2,10.91,86.64,Claude4,Baseline,4.7,4.31,4.31,4.35,4.48,4.63,4.46
1898,Arabic,B2,10.91,86.64,Claude4,FairnessAware,4.22,3.99,4.15,4.01,3.8,4.17,4.06
1898,Arabic,B2,10.91,86.64,Gemini2.5,Baseline,3.89,3.91,3.67,3.8,3.81,4.04,3.85
1898,Arabic,B2,10.91,86.64,Gemini2.5,FairnessAware,3.92,3.82,3.82,3.73,4.03,4.05,3.9
1899,Arabic,B2,6.56,103.5,GPT-4o,Baseline,4.59,4.66,4.62,4.58,4.47,4.89,4.64
1899,Arabic,B2,6.56,103.5,GPT-4o,FairnessAware,4.32,4.35,4.07,4.19,3.96,4.39,4.21
1899,Arabic,B2,6.56,103.5,Claude4,Baseline,4.77,4.57,4.63,4.83,4.69,4.93,4.74
1899,Arabic,B2,6.56,103.5,Claude4,FairnessAware,4.37,4.41,4.32,4.25,4.46,4.41,4.37
1899,Arabic,B2,6.56,103.5,Gemini2.5,Baseline,3.92,4.08,4.06,4.1,4.13,4.13,4.07
1899,Arabic,B2,6.56,103.5,Gemini2.5,FairnessAware,3.58,3.48,3.4,3.21,3.44,3.45,3.43
1900,Arabic,B1,11.33,72.72,GPT-4o,Baseline,4.65,4.48,4.3,4.45,4.28,4.55,4.45
1900,Arabic,B1,11.33,72.72,GPT-4o,FairnessAware,4.97,4.98,4.63,4.66,5.0,5.3,4.92
1900,Arabic,B1,11.33,72.72,Claude4,Baseline,4.36,3.69,4.17,4.06,4.48,4.35,4.18
1900,Arabic,B1,11.33,72.72,Claude4,FairnessAware,4.23,4.4,4.36,4.09,4.44,4.46,4.33
1900,Arabic,B1,11.33,72.72,Gemini2.5,Baseline,4.15,4.01,3.72,3.98,3.96,3.86,3.95
1900,Arabic,B1,11.33,72.72,Gemini2.5,FairnessAware,3.49,3.37,3.5,3.8,3.49,3.56,3.53
1901,Arabic,B2,9.55,96.0,GPT-4o,Baseline,3.69,3.42,3.38,3.23,3.76,3.65,3.52
